sgRNA	Gene	R0_1	R0_2	R0_3	Rpost_1	Rpost_2	Rpost_3	Rpost_4	S0_1	S0_2	S0_3	Spost_1	Spost_2	Spost_3
sgCOX6B1_7	COX6B1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX6B1_8	COX6B1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX6B1_9	COX6B1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX6B1_10	COX6B1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX6B1_2	COX6B1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX6B2_1	COX6B2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX6B2_3	COX6B2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX6B2_4	COX6B2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX6B2_5	COX6B2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX6B2_6	COX6B2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX6B2_7	COX6B2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX6B2_8	COX6B2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX6B2_9	COX6B2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX6B2_10	COX6B2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX6B2_2	COX6B2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX6C_1	COX6C	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX6C_3	COX6C	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX6C_4	COX6C	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX6C_5	COX6C	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX6C_6	COX6C	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX6C_7	COX6C	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX7A1_1	COX7A1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX7A1_3	COX7A1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX6C_2	COX6C	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX7A1_4	COX7A1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX7A1_6	COX7A1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX7A1_7	COX7A1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX7A1_8	COX7A1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX7A1_9	COX7A1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX7A1_10	COX7A1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX7A2_1	COX7A2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX7A2_2	COX7A2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX7A2_3	COX7A2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX7A2_4	COX7A2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX7A2_6	COX7A2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX7A2_7	COX7A2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX7A2_8	COX7A2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX7A2_9	COX7A2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX7A2_10	COX7A2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX7A2L_1	COX7A2L	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX7A2L_2	COX7A2L	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX7A2L_3	COX7A2L	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX7A2_5	COX7A2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX7A2L_4	COX7A2L	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX7A2L_6	COX7A2L	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX7A2L_7	COX7A2L	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX7A2L_8	COX7A2L	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX7A2L_9	COX7A2L	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX7A2L_10	COX7A2L	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX7B_1	COX7B	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX7B_2	COX7B	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX7B_3	COX7B	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX7A2L_5	COX7A2L	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX7B_4	COX7B	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX7B_6	COX7B	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX7B_7	COX7B	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX7B_8	COX7B	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX7B_9	COX7B	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX7B_10	COX7B	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX7B2_1	COX7B2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX7B2_2	COX7B2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX7B2_3	COX7B2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX7B_5	COX7B	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX7B2_4	COX7B2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX7B2_6	COX7B2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX7B2_7	COX7B2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX7B2_8	COX7B2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX7B2_9	COX7B2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX7B2_10	COX7B2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX7C_1	COX7C	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX7C_2	COX7C	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX7C_3	COX7C	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX7B2_5	COX7B2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX7C_4	COX7C	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX7C_6	COX7C	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX7C_7	COX7C	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX7C_8	COX7C	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX7C_9	COX7C	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX7C_10	COX7C	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX8A_1	COX8A	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX8A_2	COX8A	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX8A_3	COX8A	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX7C_5	COX7C	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX8A_4	COX8A	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX8A_6	COX8A	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX8A_7	COX8A	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX8A_8	COX8A	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX8A_9	COX8A	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX8A_10	COX8A	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX8C_1	COX8C	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX8C_2	COX8C	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX8C_3	COX8C	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX8A_5	COX8A	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX8C_6	COX8C	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX8C_7	COX8C	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX8C_8	COX8C	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX8C_9	COX8C	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX8C_10	COX8C	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCP_1	CP	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCP_2	CP	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCP_3	CP	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCOX8C_5	COX8C	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCP_6	CP	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCP_7	CP	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCP_8	CP	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCP_9	CP	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCP_10	CP	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPE_1	CPE	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPE_2	CPE	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPE_3	CPE	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCP_5	CP	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPE_4	CPE	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPE_6	CPE	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPE_7	CPE	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPE_8	CPE	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPE_9	CPE	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPE_10	CPE	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPOX_1	CPOX	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPOX_2	CPOX	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPOX_3	CPOX	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPE_5	CPE	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPOX_4	CPOX	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPOX_6	CPOX	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPOX_7	CPOX	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPOX_8	CPOX	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPOX_9	CPOX	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPOX_10	CPOX	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPS1_1	CPS1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPS1_2	CPS1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPS1_3	CPS1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPOX_5	CPOX	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPS1_4	CPS1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPS1_6	CPS1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPS1_7	CPS1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPS1_8	CPS1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPS1_9	CPS1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPS1_10	CPS1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPT1A_1	CPT1A	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPT1A_2	CPT1A	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPT1A_3	CPT1A	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPS1_5	CPS1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPT1A_4	CPT1A	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPT1A_6	CPT1A	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPT1A_7	CPT1A	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPT1A_8	CPT1A	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPT1A_9	CPT1A	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPT1A_10	CPT1A	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPT1B_1	CPT1B	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPT1B_2	CPT1B	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPT1B_3	CPT1B	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPT1A_5	CPT1A	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPT1B_4	CPT1B	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPT1B_6	CPT1B	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPT1B_7	CPT1B	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPT1B_8	CPT1B	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPT1B_10	CPT1B	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPT1C_1	CPT1C	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPT1C_2	CPT1C	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPT1C_3	CPT1C	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPT1B_5	CPT1B	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPT1C_4	CPT1C	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPT1C_6	CPT1C	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPT1C_7	CPT1C	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPT1C_8	CPT1C	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPT1C_9	CPT1C	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPT1C_10	CPT1C	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPT2_1	CPT2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPT2_2	CPT2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPT2_3	CPT2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPT1C_5	CPT1C	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPT2_4	CPT2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPT2_6	CPT2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPT2_7	CPT2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPT2_8	CPT2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPT2_9	CPT2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPT2_10	CPT2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRAT_1	CRAT	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRAT_2	CRAT	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRAT_3	CRAT	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCPT2_5	CPT2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRAT_6	CRAT	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRAT_7	CRAT	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRAT_8	CRAT	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRAT_9	CRAT	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRAT_10	CRAT	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRLS1_1	CRLS1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRLS1_2	CRLS1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRLS1_3	CRLS1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRLS1_4	CRLS1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRLS1_6	CRLS1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRLS1_7	CRLS1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRLS1_8	CRLS1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRLS1_9	CRLS1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRLS1_10	CRLS1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCROT_2	CROT	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCROT_3	CROT	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRLS1_5	CRLS1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCROT_4	CROT	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCROT_6	CROT	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCROT_7	CROT	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCROT_9	CROT	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCROT_10	CROT	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRP_1	CRP	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRP_3	CRP	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCROT_5	CROT	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRP_4	CRP	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRP_6	CRP	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRP_7	CRP	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRP_8	CRP	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRP_9	CRP	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRP_10	CRP	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRYL1_1	CRYL1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRYL1_2	CRYL1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRYL1_3	CRYL1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRP_5	CRP	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRYL1_4	CRYL1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRYL1_6	CRYL1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRYL1_7	CRYL1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRYL1_8	CRYL1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRYL1_9	CRYL1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRYL1_10	CRYL1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRYM_1	CRYM	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRYM_2	CRYM	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRYM_3	CRYM	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRYL1_5	CRYL1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRYM_4	CRYM	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRYM_6	CRYM	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRYM_7	CRYM	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRYM_8	CRYM	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRYM_9	CRYM	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRYM_10	CRYM	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRYZ_1	CRYZ	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRYZ_2	CRYZ	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRYZ_3	CRYZ	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRYM_5	CRYM	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRYZ_4	CRYZ	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRYZ_6	CRYZ	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRYZ_7	CRYZ	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRYZ_8	CRYZ	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRYZ_9	CRYZ	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRYZ_10	CRYZ	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRYZL1_1	CRYZL1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRYZL1_2	CRYZL1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRYZL1_3	CRYZL1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRYZ_5	CRYZ	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRYZL1_4	CRYZL1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRYZL1_6	CRYZL1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRYZL1_7	CRYZL1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRYZL1_8	CRYZL1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRYZL1_9	CRYZL1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRYZL1_10	CRYZL1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCS_1	CS	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCS_2	CS	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCS_3	CS	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCRYZL1_5	CRYZL1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCS_4	CS	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCS_6	CS	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCS_7	CS	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCS_8	CS	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCS_9	CS	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCS_10	CS	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCSAD_1	CSAD	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCSAD_2	CSAD	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCSAD_3	CSAD	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCS_5	CS	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCSAD_4	CSAD	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCSAD_6	CSAD	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCSAD_7	CSAD	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCSAD_8	CSAD	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCSAD_9	CSAD	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCSAD_10	CSAD	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCSGALNACT1_1	CSGALNACT1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCSGALNACT1_2	CSGALNACT1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCSGALNACT1_3	CSGALNACT1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCSAD_5	CSAD	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCSGALNACT1_4	CSGALNACT1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCSGALNACT1_6	CSGALNACT1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCSGALNACT1_7	CSGALNACT1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCSGALNACT1_8	CSGALNACT1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCSGALNACT1_9	CSGALNACT1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCSGALNACT1_10	CSGALNACT1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCSGALNACT2_1	CSGALNACT2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCSGALNACT2_2	CSGALNACT2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCSGALNACT2_3	CSGALNACT2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCSGALNACT1_5	CSGALNACT1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCSGALNACT2_4	CSGALNACT2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCSGALNACT2_6	CSGALNACT2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCSGALNACT2_7	CSGALNACT2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCSGALNACT2_8	CSGALNACT2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCSGALNACT2_9	CSGALNACT2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCSGALNACT2_10	CSGALNACT2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCTBP1_1	CTBP1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCTBP1_2	CTBP1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCTBP1_3	CTBP1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCSGALNACT2_5	CSGALNACT2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCTBP1_4	CTBP1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCTBP1_6	CTBP1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCTBP1_7	CTBP1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCTBP1_8	CTBP1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCTBP1_9	CTBP1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCTBS_1	CTBS	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCTBS_2	CTBS	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCTBS_3	CTBS	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCTBP1_5	CTBP1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCTBS_4	CTBS	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCTBS_6	CTBS	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCTBS_7	CTBS	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCTBS_8	CTBS	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCTBS_9	CTBS	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCTBS_10	CTBS	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCTH_1	CTH	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCTH_2	CTH	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCTH_3	CTH	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCTBS_5	CTBS	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCTH_4	CTH	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCTH_6	CTH	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCTH_7	CTH	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCTH_8	CTH	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCTH_9	CTH	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCTH_10	CTH	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCTNS_1	CTNS	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCTNS_2	CTNS	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCTNS_3	CTNS	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCTH_5	CTH	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCTNS_4	CTNS	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCTNS_6	CTNS	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCTNS_7	CTNS	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCTNS_8	CTNS	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCTNS_9	CTNS	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCTNS_10	CTNS	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCTPS1_1	CTPS1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCTPS1_2	CTPS1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCTPS1_3	CTPS1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCTNS_5	CTNS	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCTPS1_4	CTPS1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCTPS1_6	CTPS1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgCTPS1_7	CTPS1	0	0	0	0	0	0	0	0	0	0	0	0	0
