sgRNA	Gene	R0_1	R0_2	R0_3	Rpost_1	Rpost_2	Rpost_3	Rpost_4	S0_1	S0_2	S0_3	Spost_1	Spost_2	Spost_3
sgTET2_4	TET2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTET1_6	TET1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTET2_5	TET2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTET2_7	TET2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTET2_8	TET2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTET3_1	TET3	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTET3_2	TET3	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTET3_4	TET3	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTET2_6	TET2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTET3_5	TET3	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTET3_7	TET3	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTET3_8	TET3	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTET3_9	TET3	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTET3_10	TET3	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTF_1	TF	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTF_2	TF	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTF_3	TF	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTF_4	TF	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTET3_6	TET3	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTF_5	TF	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTF_7	TF	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTF_8	TF	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTF_9	TF	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTF_10	TF	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTFAM_1	TFAM	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTFAM_2	TFAM	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTFAM_3	TFAM	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTFAM_4	TFAM	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTF_6	TF	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTFAM_7	TFAM	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTFAM_8	TFAM	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTFAM_9	TFAM	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTGDS_1	TGDS	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTGDS_3	TGDS	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTGDS_4	TGDS	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTFAM_6	TFAM	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTGDS_5	TGDS	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTGDS_7	TGDS	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTGDS_8	TGDS	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTGDS_9	TGDS	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTH_1	TH	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTH_2	TH	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTH_3	TH	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTH_4	TH	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTGDS_6	TGDS	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTH_5	TH	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTH_7	TH	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTH_8	TH	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTH_9	TH	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTH_10	TH	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTHEM4_1	THEM4	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTHEM4_2	THEM4	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTHEM4_3	THEM4	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTHEM4_4	THEM4	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTH_6	TH	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTHEM4_5	THEM4	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTHEM4_7	THEM4	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTHEM4_8	THEM4	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTHEM4_9	THEM4	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTHEM4_10	THEM4	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTHEM5_1	THEM5	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTHEM5_2	THEM5	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTHEM5_3	THEM5	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTHEM5_4	THEM5	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTHEM4_6	THEM4	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTHEM5_7	THEM5	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTHEM5_8	THEM5	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTHEM5_9	THEM5	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTHEM5_10	THEM5	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTHNSL1_1	THNSL1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTHNSL1_2	THNSL1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTHNSL1_3	THNSL1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTHNSL1_4	THNSL1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTHEM5_6	THEM5	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTHNSL1_5	THNSL1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTHNSL1_7	THNSL1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTHNSL1_8	THNSL1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTHNSL1_9	THNSL1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTHNSL1_10	THNSL1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTHNSL2_1	THNSL2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTHNSL2_2	THNSL2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTHNSL2_3	THNSL2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTHNSL2_4	THNSL2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTHNSL2_5	THNSL2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTHNSL2_7	THNSL2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTHNSL2_8	THNSL2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTHNSL2_9	THNSL2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTHNSL2_10	THNSL2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTHRSP_1	THRSP	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTHRSP_2	THRSP	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTHRSP_3	THRSP	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTHRSP_4	THRSP	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTHNSL2_6	THNSL2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTHRSP_5	THRSP	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTHRSP_7	THRSP	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTHRSP_8	THRSP	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTHRSP_9	THRSP	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTHRSP_10	THRSP	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTHTPA_1	THTPA	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTHTPA_2	THTPA	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTHTPA_3	THTPA	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTHTPA_4	THTPA	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTHRSP_6	THRSP	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTHTPA_5	THTPA	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTHTPA_8	THTPA	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTHTPA_9	THTPA	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTHTPA_10	THTPA	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTK1_1	TK1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTK1_2	TK1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTK1_3	TK1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTK1_4	TK1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTHTPA_6	THTPA	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTK1_5	TK1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTK1_7	TK1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTK1_8	TK1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTK1_9	TK1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTK1_10	TK1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTK2_1	TK2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTK2_2	TK2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTK2_3	TK2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTK2_4	TK2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTK1_6	TK1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTK2_5	TK2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTK2_7	TK2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTK2_8	TK2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTK2_9	TK2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTK2_10	TK2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTKT_1	TKT	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTKT_2	TKT	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTKT_3	TKT	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTKT_4	TKT	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTK2_6	TK2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTKT_5	TKT	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTKT_7	TKT	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTKT_8	TKT	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTKT_9	TKT	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTKT_10	TKT	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTKTL1_1	TKTL1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTKTL1_2	TKTL1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTKTL1_3	TKTL1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTKTL1_4	TKTL1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTKT_6	TKT	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTKTL1_5	TKTL1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTKTL1_7	TKTL1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTKTL1_8	TKTL1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTKTL1_9	TKTL1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTKTL1_10	TKTL1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTKTL2_1	TKTL2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTKTL2_2	TKTL2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTKTL2_3	TKTL2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTKTL2_4	TKTL2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTKTL2_5	TKTL2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTKTL2_7	TKTL2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTKTL2_8	TKTL2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTKTL2_9	TKTL2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTKTL2_10	TKTL2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTM7SF2_1	TM7SF2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTM7SF2_2	TM7SF2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTM7SF2_3	TM7SF2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTM7SF2_4	TM7SF2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTKTL2_6	TKTL2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTM7SF2_5	TM7SF2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTM7SF2_7	TM7SF2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTM7SF2_8	TM7SF2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTM7SF2_9	TM7SF2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTM7SF2_10	TM7SF2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTMCO3_1	TMCO3	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTMCO3_2	TMCO3	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTMCO3_3	TMCO3	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTMCO3_4	TMCO3	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTM7SF2_6	TM7SF2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTMCO3_5	TMCO3	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTMCO3_7	TMCO3	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTMCO3_8	TMCO3	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTMCO3_9	TMCO3	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTMCO3_10	TMCO3	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTMEM104_1	TMEM104	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTMEM104_2	TMEM104	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTMEM104_3	TMEM104	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTMEM104_4	TMEM104	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTMCO3_6	TMCO3	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTMEM104_5	TMEM104	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTMEM104_7	TMEM104	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTMEM104_8	TMEM104	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTMEM104_9	TMEM104	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTMLHE_1	TMLHE	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTMLHE_2	TMLHE	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTMLHE_3	TMLHE	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTMLHE_4	TMLHE	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTMEM104_6	TMEM104	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTMLHE_5	TMLHE	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTMLHE_7	TMLHE	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTMLHE_9	TMLHE	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTMLHE_10	TMLHE	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTNF_1	TNF	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTNF_2	TNF	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTNF_3	TNF	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTNF_4	TNF	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTMLHE_6	TMLHE	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTNF_5	TNF	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTNF_7	TNF	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTNF_8	TNF	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTNF_9	TNF	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTNF_10	TNF	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTNFRSF1A_1	TNFRSF1A	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTNFRSF1A_2	TNFRSF1A	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTNFRSF1A_3	TNFRSF1A	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTNFRSF1A_4	TNFRSF1A	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTNF_6	TNF	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTNFRSF1A_5	TNFRSF1A	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTNFRSF1A_7	TNFRSF1A	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTNFRSF1A_8	TNFRSF1A	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTNFRSF1A_9	TNFRSF1A	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTNFRSF1A_10	TNFRSF1A	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTNXB_1	TNXB	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTNXB_2	TNXB	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTNXB_3	TNXB	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTNXB_4	TNXB	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTNFRSF1A_6	TNFRSF1A	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTNXB_5	TNXB	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTNXB_7	TNXB	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTNXB_8	TNXB	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTNXB_9	TNXB	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTNXB_10	TNXB	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTP53I3_1	TP53I3	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTP53I3_2	TP53I3	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTP53I3_3	TP53I3	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTP53I3_4	TP53I3	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTNXB_6	TNXB	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTP53I3_5	TP53I3	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTP53I3_7	TP53I3	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTP53I3_8	TP53I3	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTP53I3_9	TP53I3	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTP53I3_10	TP53I3	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPCN1_2	TPCN1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPCN1_3	TPCN1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPCN1_4	TPCN1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTP53I3_6	TP53I3	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPCN1_5	TPCN1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPCN1_7	TPCN1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPCN1_8	TPCN1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPCN1_9	TPCN1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPCN1_10	TPCN1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPCN2_1	TPCN2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPCN2_2	TPCN2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPCN2_3	TPCN2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPCN2_4	TPCN2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPCN1_6	TPCN1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPCN2_5	TPCN2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPCN2_7	TPCN2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPCN2_8	TPCN2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPCN2_9	TPCN2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPCN2_10	TPCN2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPH1_1	TPH1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPH1_2	TPH1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPH1_3	TPH1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPH1_4	TPH1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPCN2_6	TPCN2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPH1_5	TPH1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPH1_7	TPH1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPH1_8	TPH1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPH1_9	TPH1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPH1_10	TPH1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPH2_1	TPH2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPH2_2	TPH2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPH2_3	TPH2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPH2_4	TPH2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPH1_6	TPH1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPH2_5	TPH2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPH2_7	TPH2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPH2_8	TPH2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPH2_9	TPH2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPH2_10	TPH2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPI1_1	TPI1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPI1_2	TPI1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPI1_3	TPI1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPI1_4	TPI1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPI1_5	TPI1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPI1_7	TPI1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPI1_8	TPI1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPI1_9	TPI1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPI1_10	TPI1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPK1_1	TPK1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPK1_2	TPK1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPK1_3	TPK1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPK1_4	TPK1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPI1_6	TPI1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPK1_5	TPK1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPK1_7	TPK1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPK1_8	TPK1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPK1_9	TPK1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPK1_10	TPK1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPMT_1	TPMT	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPMT_2	TPMT	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPMT_3	TPMT	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPMT_4	TPMT	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPK1_6	TPK1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPMT_5	TPMT	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPMT_7	TPMT	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPMT_8	TPMT	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPMT_9	TPMT	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPMT_10	TPMT	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPO_1	TPO	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPO_2	TPO	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPO_3	TPO	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPO_4	TPO	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPO_5	TPO	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPO_7	TPO	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPO_8	TPO	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPO_9	TPO	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPO_10	TPO	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTREH_1	TREH	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTREH_2	TREH	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTREH_3	TREH	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTREH_4	TREH	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTPO_6	TPO	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTREH_5	TREH	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTREH_7	TREH	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTREH_8	TREH	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTREH_9	TREH	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTREH_10	TREH	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTRPA1_1	TRPA1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTRPA1_2	TRPA1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTRPA1_3	TRPA1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTRPA1_4	TRPA1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTREH_6	TREH	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTRPA1_5	TRPA1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTRPA1_7	TRPA1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTRPA1_8	TRPA1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTRPA1_9	TRPA1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTRPA1_10	TRPA1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTRPC1_1	TRPC1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTRPC1_3	TRPC1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTRPC1_4	TRPC1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTRPA1_6	TRPA1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTRPC1_7	TRPC1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTRPC1_8	TRPC1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTRPC1_9	TRPC1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTRPC1_10	TRPC1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTRPC3_1	TRPC3	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTRPC3_2	TRPC3	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTRPC3_3	TRPC3	0	0	0	0	0	0	0	0	0	0	0	0	0
sgTRPC3_4	TRPC3	0	0	0	0	0	0	0	0	0	0	0	0	0
